0.000000000000000000e+00,2.827895283699035645e-01,-1.097855195403099060e-01,5.283984310412832563e+00,5.842500000000000471e-01
1.625513199419462204e+09,2.828180789947509766e-01,-1.097914502024650574e-01,5.287529510455946102e+00,5.817499999999999893e-01
1.625513199435035944e+09,2.828067541122436523e-01,-1.098045259714126587e-01,5.291620125890307946e+00,5.807499999999999885e-01
1.625513199450478315e+09,2.828011512756347656e-01,-1.097995564341545105e-01,5.289711172020939323e+00,5.809999999999999609e-01
1.625513199465481758e+09,2.827985882759094238e-01,-1.097926571965217590e-01,5.287256802760322394e+00,5.819999999999999618e-01
1.625513199480846167e+09,2.828969061374664307e-01,-1.097833812236785889e-01,5.279620987282847011e+00,5.829999999999999627e-01
1.625513199496562719e+09,2.828072905540466309e-01,-1.097861453890800476e-01,5.302801141410896868e+00,5.825000000000000178e-01
1.625513199496562719e+09,2.828072905540466309e-01,-1.097861453890800476e-01,5.278257448804726693e+00,5.889999999999999680e-01
1.625513199511279583e+09,2.827887237071990967e-01,-1.097910255193710327e-01,5.300346772150279939e+00,5.832500000000000462e-01
1.625513199527123928e+09,2.827905714511871338e-01,-1.097902432084083557e-01,5.302801141410896868e+00,5.832500000000000462e-01
1.625513199527123928e+09,2.827905714511871338e-01,-1.097902432084083557e-01,5.277166618022230082e+00,5.909999999999999698e-01
1.625513199542235613e+09,2.828719913959503174e-01,-1.097826212644577026e-01,5.295438033629045194e+00,5.815000000000000169e-01
1.625513199558318377e+09,2.828038930892944336e-01,-1.097892075777053833e-01,5.289711172020939323e+00,5.809999999999999609e-01
1.625513199574221611e+09,2.828193604946136475e-01,-1.097880750894546509e-01,5.288074925847194407e+00,5.827499999999999902e-01
1.625513199589848042e+09,2.828137576580047607e-01,-1.097871959209442139e-01,5.297074279802790109e+00,5.815000000000000169e-01
1.625513199605510712e+09,2.828146815299987793e-01,-1.097851246595382690e-01,5.289165756629691018e+00,5.817499999999999893e-01
1.625513199621638298e+09,2.827900648117065430e-01,-1.097993105649948120e-01,5.283438895021584258e+00,5.847499999999999920e-01
1.625513199637304783e+09,2.828212082386016846e-01,-1.097859218716621399e-01,5.298983233672158732e+00,5.812500000000000444e-01
1.625513199653019190e+09,2.827830314636230469e-01,-1.097949147224426270e-01,5.291074710499059641e+00,5.809999999999999609e-01
1.625513199668596029e+09,2.828899621963500977e-01,-1.097831130027770996e-01,5.285075141195329174e+00,5.829999999999999627e-01
1.625513199683393717e+09,2.828792333602905273e-01,-1.097838804125785828e-01,5.282348064239087648e+00,5.862500000000000488e-01
1.625513199698842287e+09,2.828890383243560791e-01,-1.097922548651695251e-01,5.298710525976535024e+00,5.812500000000000444e-01
1.625513199715038538e+09,2.827918529510498047e-01,-1.097925007343292236e-01,5.294619910542173180e+00,5.812500000000000444e-01
1.625513199731238604e+09,2.828084528446197510e-01,-1.097892820835113525e-01,5.286438679673449492e+00,5.829999999999999627e-01
1.625513199746722221e+09,2.828734517097473145e-01,-1.097868084907531738e-01,5.295983449020293499e+00,5.817499999999999893e-01
1.625513199761503935e+09,2.827965021133422852e-01,-1.097902283072471619e-01,5.301710310628400258e+00,5.825000000000000178e-01
1.625513199761503935e+09,2.827965021133422852e-01,-1.097902283072471619e-01,5.278257448804726693e+00,5.895000000000000240e-01
1.625513199776688099e+09,2.827779352664947510e-01,-1.098069027066230774e-01,5.291074710499059641e+00,5.805000000000000160e-01
1.625513199792223930e+09,2.827709913253784180e-01,-1.098178401589393616e-01,5.282893479630335953e+00,5.827499999999999902e-01
1.625513199807932854e+09,2.827902734279632568e-01,-1.097886487841606140e-01,5.300619479845903648e+00,5.817499999999999893e-01
1.625513199807932854e+09,2.827902734279632568e-01,-1.097886487841606140e-01,5.278257448804726693e+00,5.867499999999999938e-01
1.625513199823418140e+09,2.827805578708648682e-01,-1.097877025604248047e-01,5.297619695194038414e+00,5.817499999999999893e-01
1.625513199839082241e+09,2.827896177768707275e-01,-1.098014116287231445e-01,5.287256802760322394e+00,5.832500000000000462e-01
1.625513199855157852e+09,2.827903926372528076e-01,-1.097958534955978394e-01,5.297074279802790109e+00,5.815000000000000169e-01
1.625513199870912552e+09,2.827769815921783447e-01,-1.097907349467277527e-01,5.288347633542818116e+00,5.819999999999999618e-01
1.625513199886499643e+09,2.828035056591033936e-01,-1.097915694117546082e-01,5.298710525976535024e+00,5.817499999999999893e-01
1.625513199902173042e+09,2.828741073608398438e-01,-1.097779572010040283e-01,5.283984310412832563e+00,5.819999999999999618e-01
1.625513199917849302e+09,2.828125357627868652e-01,-1.097812354564666748e-01,5.297619695194038414e+00,5.817499999999999893e-01
1.625513199933307886e+09,2.828070521354675293e-01,-1.098038852214813232e-01,5.287802218151570699e+00,5.827499999999999902e-01
1.625513199948988676e+09,2.828137576580047607e-01,-1.097871512174606323e-01,5.298983233672158732e+00,5.815000000000000169e-01
1.625513199964673758e+09,2.828032076358795166e-01,-1.098032519221305847e-01,5.287256802760322394e+00,5.817499999999999893e-01
1.625513199979455948e+09,2.828135490417480469e-01,-1.097842231392860413e-01,5.300346772150279939e+00,5.815000000000000169e-01
1.625513199994510651e+09,2.828177511692047119e-01,-1.097885966300964355e-01,5.291074710499059641e+00,5.817499999999999893e-01
1.625513200010144472e+09,2.828326523303985596e-01,-1.097724214196205139e-01,5.303619264497768881e+00,5.832500000000000462e-01
1.625513200010144472e+09,2.828326523303985596e-01,-1.097724214196205139e-01,5.276621202630981777e+00,5.897499999999999964e-01
1.625513200025792599e+09,2.827930450439453125e-01,-1.098059266805648804e-01,5.286984095064697797e+00,5.819999999999999618e-01
1.625513200041459084e+09,2.827948331832885742e-01,-1.097995266318321228e-01,5.303891972193392590e+00,5.819999999999999618e-01
1.625513200041459084e+09,2.827948331832885742e-01,-1.097995266318321228e-01,5.279348279587222414e+00,5.867499999999999938e-01
1.625513200056958675e+09,2.827960550785064697e-01,-1.098104268312454224e-01,5.290529295107811336e+00,5.807499999999999885e-01
1.625513200072633266e+09,2.827853858470916748e-01,-1.098138764500617981e-01,5.292438248977179960e+00,5.807499999999999885e-01
1.625513200088763714e+09,2.828223109245300293e-01,-1.097863689064979553e-01,5.295438033629045194e+00,5.817499999999999893e-01
1.625513200104468107e+09,2.827956378459930420e-01,-1.097993999719619751e-01,5.286984095064697797e+00,5.819999999999999618e-01
1.625513200120055914e+09,2.827956378459930420e-01,-1.097993999719619751e-01,5.297346987498414705e+00,5.809999999999999609e-01
1.625513200136009932e+09,2.827976644039154053e-01,-1.097757667303085327e-01,5.285347848890952882e+00,5.829999999999999627e-01
1.625513200152327061e+09,2.827946543693542480e-01,-1.097968444228172302e-01,5.295983449020293499e+00,5.817499999999999893e-01
1.625513200168011427e+09,2.827773392200469971e-01,-1.097960993647575378e-01,5.281257233456591926e+00,5.857499999999999929e-01
1.625513200183394909e+09,2.827842831611633301e-01,-1.097953245043754578e-01,5.280984525760967330e+00,5.827499999999999902e-01
1.625513200199242353e+09,2.828140258789062500e-01,-1.097791492938995361e-01,5.292983664368428265e+00,5.815000000000000169e-01
1.625513200214798927e+09,2.827992737293243408e-01,-1.097986325621604919e-01,5.289165756629691018e+00,5.817499999999999893e-01
1.625513200230608463e+09,2.828095555305480957e-01,-1.097796559333801270e-01,5.282075356543463940e+00,5.827499999999999902e-01
1.625513200245339870e+09,2.828163802623748779e-01,-1.097941398620605469e-01,5.300074064454655343e+00,5.825000000000000178e-01
1.625513200245339870e+09,2.828163802623748779e-01,-1.097941398620605469e-01,5.278257448804726693e+00,5.897499999999999964e-01
1.625513200260514259e+09,2.828225493431091309e-01,-1.097717955708503723e-01,5.290529295107811336e+00,5.802500000000000435e-01
1.625513200276050806e+09,2.828074097633361816e-01,-1.097911149263381958e-01,5.286984095064697797e+00,5.832500000000000462e-01
1.625513200292116880e+09,2.828168869018554688e-01,-1.097759082913398743e-01,5.292710956672804556e+00,5.809999999999999609e-01
1.625513200308160543e+09,2.828301191329956055e-01,-1.097878143191337585e-01,5.282893479630335953e+00,5.829999999999999627e-01
1.625513200323933840e+09,2.827945649623870850e-01,-1.098017096519470215e-01,5.290529295107811336e+00,5.805000000000000160e-01
1.625513200339368105e+09,2.827999889850616455e-01,-1.097949966788291931e-01,5.279893694978470720e+00,5.842500000000000471e-01
1.625513200354718208e+09,2.828015387058258057e-01,-1.097965463995933533e-01,5.291074710499059641e+00,5.809999999999999609e-01
1.625513200370316744e+09,2.828172743320465088e-01,-1.097876206040382385e-01,5.285347848890952882e+00,5.827499999999999902e-01
1.625513200385986805e+09,2.828102409839630127e-01,-1.097948476672172546e-01,5.301983018324023966e+00,5.817499999999999893e-01
1.625513200401642799e+09,2.828338146209716797e-01,-1.097794771194458008e-01,5.289711172020939323e+00,5.817499999999999893e-01
1.625513200417321682e+09,2.828186154365539551e-01,-1.097674742341041565e-01,5.303619264497768881e+00,5.817499999999999893e-01
1.625513200417321682e+09,2.828186154365539551e-01,-1.097674742341041565e-01,5.281257233456591926e+00,5.857499999999999929e-01
1.625513200432958126e+09,2.828002274036407471e-01,-1.097846776247024536e-01,5.288893048934066421e+00,5.817499999999999893e-01
1.625513200448638678e+09,2.828002274036407471e-01,-1.097846776247024536e-01,5.297074279802790109e+00,5.817499999999999893e-01
1.625513200464306593e+09,2.828031778335571289e-01,-1.097815483808517456e-01,5.296801572107166400e+00,5.817499999999999893e-01
1.625513200479950905e+09,2.828281819820404053e-01,-1.097805798053741455e-01,5.293256372064052862e+00,5.809999999999999609e-01
1.625513200495164633e+09,2.828281819820404053e-01,-1.097805798053741455e-01,5.288347633542818116e+00,5.822500000000000453e-01
1.625513200510659695e+09,2.828128635883331299e-01,-1.097897142171859741e-01,5.300346772150279939e+00,5.815000000000000169e-01
1.625513200526520252e+09,2.827934026718139648e-01,-1.098095178604125977e-01,5.285893264282201187e+00,5.819999999999999618e-01
1.625513200542199612e+09,2.827991247177124023e-01,-1.097896695137023926e-01,5.302801141410896868e+00,5.817499999999999893e-01
1.625513200542199612e+09,2.827991247177124023e-01,-1.097896695137023926e-01,5.280711818065343621e+00,5.869999999999999662e-01
